ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület,Raw Address,Address_y,lat,lon
31985108," Dohány utca, VII. kerület",74,180000.0,3,2,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,VII," Dohány utca, "," Dohány utca, ",47.4974451,19.0682259
31985110," Váci út, XIII. kerület",47,125000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIII," Váci út, "," Váci út, ",47.5465349,19.0724222
31985128," Vadász utca, V. kerület",80,150000.0,2,0,renovated,less than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,not defined,not defined,courtyard,V," Vadász utca, "," Vadász utca, ",47.4999057,21.6134602
31985161," Frankel Leó út, II. kerület",72,300000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,II," Frankel Leó út, "," Frankel Leó út, ",47.5172521,19.0363866
31985182," Középső-Ferencváros – Millenniumi városközpont, IX. kerület",113,500000.0,3,5,new,less than 3m,fan-coil,furnished,24.0,allowed,not defined,9,yes,not defined,panoramic,IX," Középső-Ferencváros – Millenniumi városközpont, "," Középső-Ferencváros – Millenniumi városközpont, ",0,0
31985208," Lehel utca, XIII. kerület",50,120000.0,2,1,not defined,less than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,not defined,street,XIII," Lehel utca, "," Lehel utca, ",47.5293971,19.0800948
31985283," Bihari János utca, V. kerület",55,127000.0,2,mezzanine,not defined,less than 3m,gáz (cirko),furnished,not defined,allowed,not defined,6,yes,not defined,street,V," Bihari János utca, "," Bihari János utca, ",47.5089295,19.0536547
31985293," Hegyalja út, I. kerület",50,210000.0,2,1,renovated,less than 3m,gáz (cirko),furnished,6.0,not allowed,not defined,3,no,south,garden,I," Hegyalja út, "," Hegyalja út, ",47.4883598,19.0302763
31985320," Emőke utca, XX. kerület",25,100000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XX," Emőke utca, "," Emőke utca, ",47.4451132,19.1251992
31985331," Andrássy út, VI. kerület",65,250000.0,3,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,between 1950-1980,4,yes,not defined,courtyard,VI," Andrássy út, "," Andrássy út, ",47.5065213,19.0652946
31985460," Ürömi út, III. kerület",50,190000.0,3,1,in good condition,less than 3m,gáz (konvektor),not furnished,2.0,not allowed,before 1950,3,no,not defined,street,III," Ürömi út, "," Ürömi út, ",47.5862932,19.0439103
31985550," Ditrói Mór utca 3., XIII. kerület",43,120000.0,2,2,renovated,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,yes,not defined,street,XIII," Ditrói Mór utca 3., "," Ditrói Mór utca 3., ",47.5125638,19.051902
31985700," Paulay Ede utca, VI. kerület",73,125000.0,2,3,renovated,more than 3m,gáz (cirko),furnished,not defined,allowed,before 1950,4,no,not defined,street,VI," Paulay Ede utca, "," Paulay Ede utca, ",47.5029296,19.0613245
31985801," Kápolna utca, X. kerület",60,150000.0,3,5,in good condition,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,yes,not defined,street,X," Kápolna utca, "," Kápolna utca, ",47.4190817,19.0070616
31985817," Váci út, XIII. kerület",40,130000.0,1,1,renovated,less than 3m,házközponti egyedi méréssel,partly furnished,not defined,allowed,between 1950-1980,5,yes,not defined,street,XIII," Váci út, "," Váci út, ",47.5465349,19.0724222
31985869," Andrássy út 41, VI. kerület",140,727700.0,4,4,new,not defined,"gáz (cirko), padlófűtés",not defined,10.0,not allowed,2018,not defined,yes,not defined,street,VI," Andrássy út 41, "," Andrássy út 41, ",47.5133165,19.0754219
31985901," Veres Pálné utca, V. kerület",31,140000.0,1,2,renovated,less than 3m,házközponti,furnished,not defined,allowed,between 1950-1980,5,yes,south west,street,V," Veres Pálné utca, "," Veres Pálné utca, ",47.4888665,19.05797
31985905," Teréz körút, VI. kerület",74,250000.0,3,4,renovated,more than 3m,nincs megadva,furnished,not defined,not allowed,before 1950,5,yes,not defined,courtyard,VI," Teréz körút, "," Teréz körút, ",47.5095842,19.0574613
31985930," Bartók Lajos utca 7/b, XVIII. kerület",67,180000.0,4,3,new,less than 3m,házközponti egyedi méréssel,furnished,4.0,allowed,between 1981-2000,4,no,south east,panoramic,XVIII," Bartók Lajos utca 7/b, "," Bartók Lajos utca 7/b, ",47.4455428,19.1692096
31985941," József körút, VIII. kerület",58,170000.0,4,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,no,not defined,courtyard,VIII," József körút, "," József körút, ",47.49657,19.070507
31985955," Belső-Terézváros, VI. kerület",85,285000.0,4,6,in good condition,not defined,házközponti egyedi méréssel,furnished,4.0,not allowed,not defined,6,yes,not defined,street,VI," Belső-Terézváros, "," Belső-Terézváros, ",0,0
31985996," Cinkotai út, XIV. kerület",68,180000.0,3,1,new,less than 3m,gáz (cirko),partly furnished,8.0,not allowed,between 2001-2010,4,not defined,south west,not defined,XIV," Cinkotai út, "," Cinkotai út, ",47.5100821,19.2353194
31986011," Víziváros, I. kerület",50,200000.0,2,5,new,not defined,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,I," Víziváros, "," Víziváros, ",47.5071427,19.0345173
31986029," Podmaniczky Frigyes tér, V. kerület",32,110000.0,1,3,in good condition,more than 3m,gáz (cirko),not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,V," Podmaniczky Frigyes tér, "," Podmaniczky Frigyes tér, ",47.5025249,19.054375
31986038," Folyamőr utca, III. kerület",50,150000.0,2,5,in good condition,not defined,nincs megadva,partly furnished,6.0,not allowed,not defined,10,yes,not defined,street,III," Folyamőr utca, "," Folyamőr utca, ",47.547314,19.0455039
31986050," Hollós Korvin Lajos utca, III. kerület",52,130000.0,3,3,new,less than 3m,távfűtés egyedi méréssel,furnished,not defined,not defined,not defined,10,yes,south east,street,III," Hollós Korvin Lajos utca, "," Hollós Korvin Lajos utca, ",47.5940663,19.0487818
31986053," Nagy Lajos király útja 197, XIV. kerület",55,130000.0,2,1,not defined,not defined,elektromos,furnished,not defined,not defined,not defined,4,no,not defined,street,XIV," Nagy Lajos király útja 197, "," Nagy Lajos király útja 197, ",47.5233416,19.0992502
31986093," Hernád utca, VII. kerület",23,150000.0,1,0,renovated,more than 3m,"gáz (konvektor), elektromos",partly furnished,not defined,allowed,not defined,3,yes,not defined,courtyard,VII," Hernád utca, "," Hernád utca, ",47.5066058,19.0808016
31986115," Hegedűs Gyula utca, XIII. kerület",60,160000.0,2,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,XIII," Hegedűs Gyula utca, "," Hegedűs Gyula utca, ",47.5121347,19.0522868
31986134," Telepy utca, IX. kerület",79,143000.0,3,0,new,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,4,not defined,north east,street,IX," Telepy utca, "," Telepy utca, ",47.4786906,19.0829695
31986152," Alig utca, XIII. kerület",71,185000.0,3,4,renovated,more than 3m,távfűtés,by arrangement,6.0,allowed,before 1950,4,yes,east,panoramic,XIII," Alig utca, "," Alig utca, ",47.5182801,19.0579991
31986212," Király utca, VII. kerület",81,250000.0,4,4,renovated,more than 3m,nincs megadva,furnished,not defined,not allowed,before 1950,5,yes,not defined,street,VII," Király utca, "," Király utca, ",47.6877551,17.6319261
31986217," Városmajor utca, XII. kerület",50,140000.0,2,2,renovated,less than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,no,not defined,street,XII," Városmajor utca, "," Városmajor utca, ",47.5072221,19.0138043
31986220," Szemere utca, V. kerület",150,1342434.0,4,5,new,not defined,nincs megadva,furnished,15.0,not defined,not defined,not defined,yes,not defined,street,V," Szemere utca, "," Szemere utca, ",47.5065903,19.0508921
31986264," Kazinczy utca, VII. kerület",72,200118.0,3,3,newly built,not defined,házközponti egyedi méréssel,furnished,1.5,not defined,not defined,6,yes,not defined,garden,VII," Kazinczy utca, "," Kazinczy utca, ",48.4729242,21.2621827
31986268," Rózsa utca 55, VI. kerület",62,280000.0,3,6,newly built,less than 3m,házközponti egyedi méréssel,furnished,8.0,not defined,2020,8,yes,west,garden,VI," Rózsa utca 55, "," Rózsa utca 55, ",47.087768,17.9204767
31986295," Baross utca, VIII. kerület",27,95000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII," Baross utca, "," Baross utca, ",47.4893975,19.0911643
31986298," Práter utca 6-8., VIII. kerület",85,230000.0,3,6,newly built,more than 3m,házközponti egyedi méréssel,furnished,not defined,not defined,2016,6,yes,not defined,garden,VIII," Práter utca 6-8., "," Práter utca 6-8., ",47.4868205,19.0714585
31986302," Szondi utca, VI. kerület",64,130000.0,3,3,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,3,no,not defined,street,VI," Szondi utca, "," Szondi utca, ",47.5152826,19.0730537
31986307," Károly körút, V. kerület",58,362820.0,2,1,new,more than 3m,falfűtés,furnished,1.0,not allowed,not defined,5,yes,not defined,panoramic,V," Károly körút, "," Károly körút, ",47.4951765,19.0594974
31986315," Szent László út, XIII. kerület",32,100000.0,1,3,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,between 1950-1980,5,yes,not defined,street,XIII," Szent László út, "," Szent László út, ",47.5451902,19.0963271
31986361," Felső erdősor, VI. kerület",31,85000.0,1,2,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,VI," Felső erdősor, "," Felső erdősor, ",47.544214,19.39981
31986376," Margaréta utca, XII. kerület",28,130000.0,1,3,renovated,more than 3m,gáz (cirko),furnished,2.0,not defined,between 1950-1980,3,no,not defined,street,XII," Margaréta utca, "," Margaréta utca, ",47.5007815,21.6883363
31986446," Egyetem tér, V. kerület",75,240000.0,4,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,street,V," Egyetem tér, "," Egyetem tér, ",47.5904698,19.362134
31986459," Tolnai Lajos utca 40, VIII. kerület",31,100000.0,1,0,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,4,no,not defined,courtyard,VIII," Tolnai Lajos utca 40, "," Tolnai Lajos utca 40, ",47.49234655,19.07552407712648
31986486," Garda utca, XI. kerület",32,130000.0,1,3,new,less than 3m,házközponti egyedi méréssel,partly furnished,4.0,not defined,2019,7,yes,south east,garden,XI," Garda utca, "," Garda utca, ",47.4683755,19.057631
31986498," Cserhát utca, VII. kerület",65,120000.0,2,1,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,3,no,not defined,street,VII," Cserhát utca, "," Cserhát utca, ",47.5059875,19.0843061
31986555," Bíbor utca, XIV. kerület",50,160000.0,2,1,newly built,less than 3m,házközponti egyedi méréssel,furnished,5.0,not allowed,between 2001-2010,6,yes,south west,street,XIV," Bíbor utca, "," Bíbor utca, ",47.502562,19.1170179
31986578," Klauzál tér, VII. kerület",23,100000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VII," Klauzál tér, "," Klauzál tér, ",47.499661700000004,19.063790949630857
31986587," Rökk Szilárd utca 19, VIII. kerület",65,185000.0,3,1,in good condition,more than 3m,távfűtés,furnished,not defined,not defined,not defined,not defined,no,not defined,courtyard,VIII," Rökk Szilárd utca 19, "," Rökk Szilárd utca 19, ",47.4911037,19.0700428
31986606," Szondi utca 23, VI. kerület",36,110000.0,2,2,in good condition,not defined,gáz (konvektor),partly furnished,not defined,not defined,not defined,4,yes,not defined,not defined,VI," Szondi utca 23, "," Szondi utca 23, ",47.5095289,19.0625062
31986646," Ráday utca 16, IX. kerület",86,180000.0,3,3,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,before 1950,3,yes,not defined,street,IX," Ráday utca 16, "," Ráday utca 16, ",47.4875924,19.0631314
31986677," Árpád utca, XIX. kerület",58,130000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIX," Árpád utca, "," Árpád utca, ",46.3654703,17.8070546
31986706," Nyárád utca, XVII. kerület",63,150000.0,2,2,new,not defined,gáz (cirko),not furnished,not defined,not allowed,between 2001-2010,2,no,not defined,not defined,XVII," Nyárád utca, "," Nyárád utca, ",47.4990762,19.264565
31986710," Akácfa utca, VII. kerület",20,95000.0,1,not defined,renovated,not defined,fan-coil,furnished,not defined,not allowed,not defined,not defined,not defined,not defined,courtyard,VII," Akácfa utca, "," Akácfa utca, ",47.6239838,21.6578233
31986746," Radnóti Miklós utca 9, XIII. kerület",60,160000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIII," Radnóti Miklós utca 9, "," Radnóti Miklós utca 9, ",47.38475175,20.8370417
31986791," Kis Rókus utca, II. kerület",92,300000.0,3,4,renovated,less than 3m,házközponti egyedi méréssel,not furnished,3.0,not defined,between 2001-2010,5,yes,south west,not defined,II," Kis Rókus utca, "," Kis Rókus utca, ",47.5120987,19.0252914
31986796," Sörház utca, V. kerület",40,140000.0,1,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,not defined,street,V," Sörház utca, "," Sörház utca, ",47.489589,19.0553383
31986826," Hamzsabégi út, XI. kerület",45,130000.0,2,3,in good condition,not defined,távfűtés,furnished,not defined,not allowed,not defined,5,yes,not defined,street,XI," Hamzsabégi út, "," Hamzsabégi út, ",47.4733504,19.0308946
31986829," Bókaytelep, XVIII. kerület",67,180000.0,3,not defined,in good condition,not defined,házközponti,partly furnished,4.0,not defined,not defined,not defined,not defined,not defined,not defined,XVIII," Bókaytelep, "," Bókaytelep, ",47.4384224,19.180897
31986838," Dob utca 82, VII. kerület",84,160000.0,2,2,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,not defined,no,not defined,not defined,VII," Dob utca 82, "," Dob utca 82, ",-5.77345775,134.2098074856611
31986891," Király utca, VII. kerület",100,545775.0,3,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,2,no,not defined,street,VII," Király utca, "," Király utca, ",47.6877551,17.6319261
31986899," Erzsébet tér, V. kerület",112,436620.0,4,2,renovated,more than 3m,gáz (cirko),not furnished,not defined,not defined,before 1950,3,yes,not defined,panoramic,V," Erzsébet tér, "," Erzsébet tér, ",47.49846205,19.053113867225697
31986921," Király utca, VII. kerület",150,727700.0,4,4,renovated,not defined,fan-coil,furnished,18.0,not defined,before 1950,4,yes,not defined,panoramic,VII," Király utca, "," Király utca, ",47.6877551,17.6319261
31986926," Pacsirtamező utca, III. kerület",42,145000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,allowed,between 2001-2010,6,yes,east,courtyard,III," Pacsirtamező utca, "," Pacsirtamező utca, ",47.5320836,19.0396969
