ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület,Raw Address,Address_y,lat,lon
31982231," Illés utca, VIII. kerület",48,141000.0,2,6,new,less than 3m,házközponti egyedi méréssel,not defined,17.0,allowed,2011,7,yes,south,panoramic,VIII," Illés utca, "," Illés utca, ",47.4860228,19.0852402
31982234," Röppentyű utca, XIII. kerület",34,120000.0,1,1,newly built,not defined,házközponti egyedi méréssel,not furnished,not defined,not allowed,2017,4,yes,east,courtyard,XIII," Röppentyű utca, "," Röppentyű utca, ",47.5355922,19.0751487
31982257," Király utca 32, VII. kerület",50,135000.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,allowed,2011,8,yes,south east,street,VII," Király utca 32, "," Király utca 32, ",46.0767791,18.2325012
31982280," Akácfa utca, VII. kerület",60,195000.0,2,3,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,4,yes,west,courtyard,VII," Akácfa utca, "," Akácfa utca, ",47.6239838,21.6578233
31982294," Dorozsmai utca, XIV. kerület",54,130000.0,2,2,renovated,not defined,gáz (konvektor),partly furnished,4.0,not allowed,not defined,3,no,not defined,not defined,XIV," Dorozsmai utca, "," Dorozsmai utca, ",47.5230936,19.0990391
31982297," Váci utca, V. kerület",100,436620.0,3,2,renovated,more than 3m,gáz (cirko),not furnished,6.0,not allowed,before 1950,6,yes,not defined,street,V," Váci utca, "," Váci utca, ",47.4921529,19.053635
31982321," Balzac utca, XIII. kerület",44,150000.0,2,2,renovated,less than 3m,távfűtés,partly furnished,not defined,not allowed,before 1950,5,yes,not defined,street,XIII," Balzac utca, "," Balzac utca, ",47.5171856,19.0507553
31982323," Pozsonyi út, XIII. kerület",86,140000.0,4,4,not defined,not defined,távfűtés egyedi méréssel,not furnished,5.0,not allowed,not defined,6,yes,east,street,XIII," Pozsonyi út, "," Pozsonyi út, ",47.2054032,18.4548088
31982350," Bajnok utca 24., VI. kerület",35,125000.0,2,3,renovated,more than 3m,gáz (konvektor),partly furnished,not defined,not allowed,before 1950,3,no,west,courtyard,VI," Bajnok utca 24., "," Bajnok utca 24., ",47.5120433,19.0656095
31982376," Temes utca, III. kerület",61,245000.0,3,0,newly built,less than 3m,mennyezeti hűtés-fűtés,not furnished,20.0,not allowed,2020,4,yes,south,garden,III," Temes utca, "," Temes utca, ",47.5072759,19.0153837
31982414," Szentkirályi utca, VIII. kerület",75,130000.0,2,2,in good condition,more than 3m,gáz (cirko),not furnished,not defined,not defined,before 1950,6,yes,northwest,courtyard,VIII," Szentkirályi utca, "," Szentkirályi utca, ",47.4937499,19.0649575
31982430," Pasarét, II. kerület",110,654930.0,3,1,renovated,less than 3m,hőszivattyú,not furnished,18.0,not allowed,not defined,3,no,south west,garden,II," Pasarét, "," Pasarét, ",47.5202876,18.9973722
31982439," Radnóti Miklós utca, XIII. kerület",58,180000.0,2,6,new,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,between 2001-2010,8,yes,not defined,not defined,XIII," Radnóti Miklós utca, "," Radnóti Miklós utca, ",47.5443874,21.6700703
31982444," Csengery utca, VI. kerület",62,150000.0,2,2,renovated,not defined,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,2,no,not defined,courtyard,VI," Csengery utca, "," Csengery utca, ",47.5051986,19.0669574
31982447," Mézeskalács tér, XV. kerület",46,110000.0,2,0,in good condition,less than 3m,távfűtés,furnished,not defined,not allowed,between 1950-1980,10,not defined,east,garden,XV," Mézeskalács tér, "," Mézeskalács tér, ",47.5420386,19.1240107
31982500," Külső-Terézváros, VI. kerület",55,180000.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,VI," Külső-Terézváros, "," Külső-Terézváros, ",0,0
31982501," Tömő utca 58, VIII. kerület",45,165000.0,2,not defined,not defined,not defined,nincs megadva,not defined,5.0,not defined,not defined,not defined,not defined,not defined,not defined,VIII," Tömő utca 58, "," Tömő utca 58, ",47.4855659,19.0839092
31982631," Rákóczi út, VIII. kerület",54,130000.0,2,3,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,5,yes,south west,courtyard,VIII," Rákóczi út, "," Rákóczi út, ",47.4959677,19.0663591
31982659," Tizedes utca, II. kerület",30,113000.0,1,3,renovated,more than 3m,"gáz (konvektor), elektromos",partly furnished,2.0,not allowed,before 1950,5,yes,south east,garden,II," Tizedes utca, "," Tizedes utca, ",47.5126649,19.0258635
31982677," Rákóczi út, VIII. kerület",85,200000.0,4,5,renovated,not defined,gáz (cirko),partly furnished,2.0,not defined,before 1950,5,yes,not defined,street,VIII," Rákóczi út, "," Rákóczi út, ",47.4959677,19.0663591
31982684," Újlipótváros – Kleopátraház, XIII. kerület",81,358500.0,3,8,renovated,not defined,házközponti egyedi méréssel,not defined,6.0,not defined,between 2001-2010,not defined,yes,south east,street,XIII," Újlipótváros – Kleopátraház, "," Újlipótváros – Kleopátraház, ",0,0
31982694," Varsányi Irén utca, II. kerület",20,80000.0,1,mezzanine,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,3,not defined,not defined,not defined,II," Varsányi Irén utca, "," Varsányi Irén utca, ",47.5081409,19.0278299
31982731," Paulay Ede utca 37, VI. kerület",60,232205.0,3,1,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,no,not defined,courtyard,VI," Paulay Ede utca 37, "," Paulay Ede utca 37, ",47.50149375,19.059680623186843
31982757," Rákóczi út, VII. kerület",83,181925.0,3,4,in good condition,not defined,házközponti,not defined,4.0,not defined,before 1950,4,yes,not defined,street,VII," Rákóczi út, "," Rákóczi út, ",47.4959677,19.0663591
31982810," Váci út, XIII. kerület",50,150000.0,2,2,renovated,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,4,no,not defined,not defined,XIII," Váci út, "," Váci út, ",47.5465349,19.0724222
31982846," Mese utca, XII. kerület",70,145000.0,2,not defined,not defined,not defined,nincs megadva,not defined,4.0,not defined,not defined,not defined,not defined,not defined,not defined,XII," Mese utca, "," Mese utca, ",47.516112,18.9946576
31982878," Kiscelli utca, III. kerület",31,130000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,III," Kiscelli utca, "," Kiscelli utca, ",47.5389729,19.0402857
31982930," Külső-Erzsébetváros – Ligetváros, VII. kerület",26,90000.0,1,1,in good condition,not defined,nincs megadva,furnished,not defined,allowed,not defined,not defined,not defined,not defined,not defined,VII," Külső-Erzsébetváros – Ligetváros, "," Külső-Erzsébetváros – Ligetváros, ",0,0
31982931," Rókushegyi lépcső, II. kerület",55,140000.0,2,not defined,not defined,not defined,nincs megadva,not defined,4.0,not defined,not defined,not defined,not defined,not defined,not defined,II," Rókushegyi lépcső, "," Rókushegyi lépcső, ",47.5134071,19.0164911
31982973," Nagy Győry István utca, XX. kerület",57,135000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XX," Nagy Győry István utca, "," Nagy Győry István utca, ",47.4356369,19.1017002
31983025," Ilka utca, XIV. kerület",40,155000.0,2,2,new,less than 3m,házközponti,furnished,not defined,not allowed,2015,3,yes,south east,garden,XIV," Ilka utca, "," Ilka utca, ",47.5076296,19.0988071
31983204," Jókai tér 6, VI. kerület",23,80000.0,1,0,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,3,no,south east,courtyard,VI," Jókai tér 6, "," Jókai tér 6, ",47.5050655,19.0619955
31983213," Teréz körút, VI. kerület",70,170000.0,3,3,renovated,not defined,gáz (cirko),furnished,not defined,allowed,not defined,3,yes,not defined,street,VI," Teréz körút, "," Teréz körút, ",47.5095842,19.0574613
31983223," Podmaniczky utca, VI. kerület",62,145000.0,2,2,renovated,more than 3m,gáz (cirko),not furnished,not defined,not defined,between 1950-1980,4,yes,not defined,street,VI," Podmaniczky utca, "," Podmaniczky utca, ",47.5171883,19.072565
31983266," Marek József utca, VII. kerület",63,120000.0,3,3,renovated,more than 3m,gáz (konvektor),partly furnished,not defined,not allowed,before 1950,3,no,east,courtyard,VII," Marek József utca, "," Marek József utca, ",47.5058428,19.0815723
31983277," Miskolci utca, XIV. kerület",60,120000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIV," Miskolci utca, "," Miskolci utca, ",47.5292201,19.1167756
31983333," Kőbánya – Újhegyi lakótelep, X. kerület",36,110000.0,1,4,in good condition,less than 3m,házközponti,furnished,not defined,not allowed,between 1950-1980,10,yes,south west,street,X," Kőbánya – Újhegyi lakótelep, "," Kőbánya – Újhegyi lakótelep, ",0,0
31983341," Fehérvári út 205, XI. kerület",46,140000.0,2,8,in good condition,not defined,házközponti,partly furnished,7.0,not defined,not defined,9,yes,south west,panoramic,XI," Fehérvári út 205, "," Fehérvári út 205, ",47.462307,19.0420408
31983357," Honvéd utca 3, V. kerület",32,150000.0,1,2,renovated,more than 3m,elektromos,furnished,not defined,not defined,before 1950,6,no,north,courtyard,V," Honvéd utca 3, "," Honvéd utca 3, ",47.5911276,19.350010013690923
31983402," Almássy utca, VII. kerület",40,110000.0,2,0,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,2,no,east,street,VII," Almássy utca, "," Almássy utca, ",47.5000169,19.0721242
31983452," Veres Pálné utca, V. kerület",165,507948.0,3,4,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,panoramic,V," Veres Pálné utca, "," Veres Pálné utca, ",47.4888665,19.05797
31983491," Dorozsmai utca, XIV. kerület",54,130000.0,2,2,renovated,not defined,gáz (konvektor),partly furnished,4.0,not allowed,not defined,3,no,not defined,not defined,XIV," Dorozsmai utca, "," Dorozsmai utca, ",47.5230936,19.0990391
31983507," Kassák Lajos utca, XIII. kerület",46,160000.0,2,2,newly built,less than 3m,házközponti egyedi méréssel,furnished,6.0,not allowed,2020,8,yes,west,street,XIII," Kassák Lajos utca, "," Kassák Lajos utca, ",47.520977,19.0644223
31983583," Nap utca, VIII. kerület",40,90000.0,2,2,renovated,more than 3m,házközponti,furnished,not defined,not allowed,between 1950-1980,3,no,not defined,street,VIII," Nap utca, "," Nap utca, ",47.5291016,21.6359899
31983601," Ipoly utca, XIII. kerület",30,110000.0,1,2,renovated,less than 3m,gáz (konvektor),not furnished,not defined,allowed,between 1950-1980,3,no,south west,garden,XIII," Ipoly utca, "," Ipoly utca, ",47.52084,19.051935
31983613," Belső-Terézváros, VI. kerület",60,140000.0,3,2,in good condition,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,3,no,not defined,courtyard,VI," Belső-Terézváros, "," Belső-Terézváros, ",0,0
31983661," Szív utca, VI. kerület",65,195000.0,3,not defined,not defined,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,VI," Szív utca, "," Szív utca, ",47.5217123,21.6221224
31983679," Csata utca, XIII. kerület",58,250000.0,2,not defined,not defined,not defined,nincs megadva,not defined,54.0,not defined,not defined,not defined,not defined,not defined,not defined,XIII," Csata utca, "," Csata utca, ",47.5271453,19.0756452
31983682," Bakáts tér, IX. kerület",52,135000.0,2,3,renovated,more than 3m,gáz (cirko),furnished,not defined,allowed,between 1950-1980,4,yes,not defined,street,IX," Bakáts tér, "," Bakáts tér, ",47.4836363,19.0669131
31983720," Marek József utca, VII. kerület",63,150000.0,3,3,renovated,less than 3m,gáz (konvektor),not furnished,not defined,not defined,between 1950-1980,5,not defined,not defined,street,VII," Marek József utca, "," Marek József utca, ",47.5058428,19.0815723
31983802," Szemere utca, V. kerület",57,340000.0,2,6,renovated,not defined,gáz (cirko),furnished,8.0,not allowed,not defined,6,yes,not defined,panoramic,V," Szemere utca, "," Szemere utca, ",47.5065903,19.0508921
31983817," Eötvös utca, VI. kerület",28,88000.0,1,mezzanine,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,5,not defined,not defined,courtyard,VI," Eötvös utca, "," Eötvös utca, ",47.5386558,21.632497
31983821," II/A kerület – Széphalom, II. kerület",220,1190000.0,6,not defined,newly built,less than 3m,"hőszivattyú, mennyezeti hűtés-fűtés",furnished,70.0,not defined,not defined,3,not defined,not defined,garden,II," II/A kerület – Széphalom, "," II/A kerület – Széphalom, ",0,0
31983869," Beethoven utca, XII. kerület",30,120000.0,1,1,renovated,less than 3m,elektromos,furnished,not defined,not allowed,before 1950,3,no,south east,street,XII," Beethoven utca, "," Beethoven utca, ",47.4938748,19.0180651
31983888," Váci út, XIII. kerület",44,120000.0,2,9,renovated,not defined,távfűtés,not defined,5.0,not allowed,not defined,10,yes,west,panoramic,XIII," Váci út, "," Váci út, ",47.5465349,19.0724222
31983915," Kökörcsin utca, XI. kerület",32,85000.0,1,basement,in moderate condition,not defined,távfűtés,partly furnished,not defined,not defined,not defined,not defined,not defined,east,not defined,XI," Kökörcsin utca, "," Kökörcsin utca, ",47.5770363,18.93838
31983939," Gizella út, XIV. kerület",45,120000.0,1,1,renovated,less than 3m,gáz (cirko),not furnished,not defined,allowed,before 1950,2,no,south west,street,XIV," Gizella út, "," Gizella út, ",47.5083007,19.1000943
31983952," Csepel-Csillagtelep – Völgy utcai lakótelep, XXI. kerület",34,90000.0,1,2,renovated,less than 3m,távfűtés,not furnished,not defined,not allowed,not defined,4,no,not defined,garden,XXI," Csepel-Csillagtelep – Völgy utcai lakótelep, "," Csepel-Csillagtelep – Völgy utcai lakótelep, ",0,0
31983957," Reáltanoda utca, V. kerület",50,140000.0,2,1,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,3,no,not defined,street,V," Reáltanoda utca, "," Reáltanoda utca, ",47.4928568,19.0585366
31983962," József Attila utca 94-100, IV. kerület",28,140000.0,1,3,newly built,not defined,nincs megadva,furnished,4.0,not defined,2020,4,yes,west,not defined,IV," József Attila utca 94-100, "," József Attila utca 94-100, ",47.4987013,19.0485799
31983978," Gubacsipuszta, XX. kerület",40,175000.0,2,0,newly built,not defined,"gáz (cirko), padlófűtés",not defined,15.0,not allowed,2020,not defined,no,not defined,garden,XX," Gubacsipuszta, "," Gubacsipuszta, ",47.4282775,19.1371712
31984005," Kiss János altábornagy utca, XXI. kerület",56,140000.0,3,not defined,not defined,not defined,nincs megadva,not defined,8.0,not defined,not defined,not defined,not defined,not defined,not defined,XXI," Kiss János altábornagy utca, "," Kiss János altábornagy utca, ",47.4922388,19.0191154
31984022," József körút, VIII. kerület",35,85000.0,1,1,new,not defined,elektromos,by arrangement,not defined,not defined,not defined,3,no,not defined,courtyard,VIII," József körút, "," József körút, ",47.49657,19.070507
31984047," Péterfy Sándor utca, VII. kerület",84,220000.0,4,2,renovated,more than 3m,nincs megadva,not furnished,not defined,not allowed,before 1950,4,no,not defined,street,VII," Péterfy Sándor utca, "," Péterfy Sándor utca, ",47.5029917,19.0818578
31984053," Márton utca, IX. kerület",50,120000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,IX," Márton utca, "," Márton utca, ",47.4797219,19.0812347
31984058," Árpád utca, XXI. kerület",46,120000.0,2,0,renovated,less than 3m,távfűtés egyedi méréssel,furnished,not defined,not allowed,between 1950-1980,4,no,not defined,street,XXI," Árpád utca, "," Árpád utca, ",46.3654703,17.8070546
31984117," Falk Miksa utca, V. kerület",92,200000.0,2,2,renovated,more than 3m,gáz (cirko),furnished,3.0,not allowed,before 1950,4,yes,east,street,V," Falk Miksa utca, "," Falk Miksa utca, ",47.5126348,19.0488375
31984129," Hollán Ernő utca 8., XIII. kerület",113,320000.0,4,not defined,not defined,not defined,nincs megadva,not defined,6.0,not defined,not defined,not defined,not defined,not defined,not defined,XIII," Hollán Ernő utca 8., "," Hollán Ernő utca 8., ",47.5136942,19.0495674
31984173," Marina sétány, XIII. kerület",41,330000.0,2,5,new,more than 3m,házközponti egyedi méréssel,furnished,9.0,not defined,2019,6,yes,not defined,panoramic,XIII," Marina sétány, "," Marina sétány, ",47.5462803,19.0638878
31984191," Külső-Erzsébetváros, VII. kerület",33,110000.0,1,4,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,before 1950,not defined,yes,north east,courtyard,VII," Külső-Erzsébetváros, "," Külső-Erzsébetváros, ",46.8892861,19.7004028
31984194," Hunyadi János út, I. kerület",85,424000.0,3,3,new,not defined,gáz (cirko),furnished,4.0,not allowed,not defined,3,yes,not defined,panoramic,I," Hunyadi János út, "," Hunyadi János út, ",48.5405751,20.7363609
31984196," Andrássy út, VI. kerület",89,349000.0,3,3,renovated,more than 3m,házközponti,not defined,not defined,not defined,not defined,4,not defined,not defined,street,VI," Andrássy út, "," Andrássy út, ",47.5065213,19.0652946
31984206," Bécsi út, II. kerület",97,455000.0,4,2,renovated,not defined,nincs megadva,not furnished,15.0,not defined,not defined,not defined,yes,not defined,not defined,II," Bécsi út, "," Bécsi út, ",47.5702835,19.0185014
31984226," Víziváros – Váralja, I. kerület",100,654930.0,4,2,renovated,not defined,nincs megadva,by arrangement,not defined,not defined,not defined,3,no,not defined,panoramic,I," Víziváros – Váralja, "," Víziváros – Váralja, ",0,0
31984228," Úszódaru utca, XIII. kerület",64,280000.0,3,6,not defined,not defined,házközponti egyedi méréssel,furnished,15.0,not allowed,2020,not defined,yes,south east,panoramic,XIII," Úszódaru utca, "," Úszódaru utca, ",47.5466636,19.0671823
31984230," Corvin sétány, VIII. kerület",52,230000.0,2,4,new,less than 3m,házközponti egyedi méréssel,furnished,4.0,not allowed,not defined,7,yes,not defined,garden,VIII," Corvin sétány, "," Corvin sétány, ",47.485899599999996,19.07519187896299
31984243," Tűzoltó utca 71-73, IX. kerület",34,110000.0,1,1,new,not defined,gáz (cirko),furnished,1.0,not defined,not defined,not defined,yes,not defined,garden,IX," Tűzoltó utca 71-73, "," Tűzoltó utca 71-73, ",47.4283759,19.0403
31984253," Frangepán utca, XIII. kerület",65,230000.0,3,3,new,not defined,házközponti egyedi méréssel,furnished,4.0,allowed,not defined,5,yes,not defined,not defined,XIII," Frangepán utca, "," Frangepán utca, ",47.5332864,19.0847727
31984259," Székely Bertalan utca, VI. kerület",110,220000.0,3,2,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,VI," Székely Bertalan utca, "," Székely Bertalan utca, ",47.5139462,19.0667337
31984264," Balázs Béla utca, IX. kerület",51,150000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,5,yes,west,street,IX," Balázs Béla utca, "," Balázs Béla utca, ",47.4791558,19.078332
31984278," Csepel-Csillagtelep – Rakéta utcai lakótelep, XXI. kerület",54,120000.0,3,1,in good condition,less than 3m,gáz (konvektor),not furnished,4.0,not allowed,between 1950-1980,3,no,not defined,panoramic,XXI," Csepel-Csillagtelep – Rakéta utcai lakótelep, "," Csepel-Csillagtelep – Rakéta utcai lakótelep, ",0,0
31984308," Rákóczi utca, XIX. kerület",38,100000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIX," Rákóczi utca, "," Rákóczi utca, ",47.9602754,21.7050239
31984312," Batthyány utca, I. kerület",52,170000.0,2,4,in good condition,less than 3m,gáz (cirko),not defined,7.0,not defined,between 2001-2010,not defined,yes,south west,street,I," Batthyány utca, "," Batthyány utca, ",47.4525921,19.1449311
31984375," Tündérlaki mélyút, I. kerület",90,245000.0,3,2,renovated,not defined,gáz (cirko),not furnished,12.0,not allowed,not defined,3,no,south west,courtyard,I," Tündérlaki mélyút, "," Tündérlaki mélyút, ",47.4871533,19.0383611
31984380," Bacsó Béla utca, VIII. kerület",35,110000.0,2,1,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,2,not defined,not defined,not defined,VIII," Bacsó Béla utca, "," Bacsó Béla utca, ",47.8205859,20.9058976
31984393," Corvin sétány, VIII. kerület",47,175000.0,2,6,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,2013,8,yes,not defined,garden,VIII," Corvin sétány, "," Corvin sétány, ",47.485899599999996,19.07519187896299
31984402," Csalogány utca 43., II. kerület",54,280000.0,2,2,newly built,more than 3m,"mennyezeti hűtés-fűtés, házközponti egyedi méréssel",not defined,14.0,not defined,2020,7,yes,not defined,garden,II," Csalogány utca 43., "," Csalogány utca 43., ",47.9891067,20.8585685
31984426," Távíró utca, IX. kerület",55,135000.0,2,3,in good condition,less than 3m,házközponti egyedi méréssel,not defined,2.0,allowed,not defined,4,no,not defined,garden,IX," Távíró utca, "," Távíró utca, ",47.4598367,19.1167666
31984465," Petőfi Sándor utca, V. kerület",30,135000.0,1,2,in good condition,more than 3m,nincs megadva,furnished,not defined,not defined,before 1950,4,yes,not defined,courtyard,V," Petőfi Sándor utca, "," Petőfi Sándor utca, ",46.3611468,17.7856359
31984474," Hárshegy, II. kerület",130,909625.0,4,4,in good condition,not defined,fan-coil,furnished,50.0,not defined,between 2001-2010,not defined,yes,not defined,panoramic,II," Hárshegy, "," Hárshegy, ",47.5335359,18.9587614
31984480," Dorozsmai utca, XIV. kerület",54,130000.0,2,2,renovated,less than 3m,nincs megadva,not furnished,4.0,not allowed,not defined,3,no,not defined,courtyard,XIV," Dorozsmai utca, "," Dorozsmai utca, ",47.5230936,19.0990391
31984568," Pálvölgy – Látóhegy, II. kerület",123,1018780.0,4,1,new,not defined,gáz (cirko),partly furnished,30.0,not defined,2014,3,yes,not defined,panoramic,II," Pálvölgy – Látóhegy, "," Pálvölgy – Látóhegy, ",0,0
31984580," Kurucles, II. kerület",110,727700.0,5,1,new,not defined,"hőszivattyú, mennyezeti hűtés-fűtés",furnished,15.0,not defined,2013,3,yes,not defined,garden,II," Kurucles, "," Kurucles, ",47.5231241,18.9736967
31984586," Keleti Károly utca, II. kerület",60,210000.0,4,2,renovated,more than 3m,gáz (konvektor),partly furnished,3.0,not defined,not defined,not defined,no,west,garden,II," Keleti Károly utca, "," Keleti Károly utca, ",47.5115654,19.0312752
31984613," Testvérhegy, III. kerület",47,135000.0,2,3,renovated,not defined,gáz (cirko),furnished,47.0,not allowed,between 1950-1980,4,no,not defined,panoramic,III," Testvérhegy, "," Testvérhegy, ",47.5639336,19.0135869
31984688," Külső-Erzsébetváros, VII. kerület",19,130000.0,1,4,not defined,not defined,elektromos,not defined,not defined,not allowed,not defined,not defined,no,not defined,courtyard,VII," Külső-Erzsébetváros, "," Külső-Erzsébetváros, ",46.8892861,19.7004028
31984725," Asbóth utca, VII. kerület",25,90000.0,1,3,not defined,not defined,nincs megadva,not defined,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,VII," Asbóth utca, "," Asbóth utca, ",47.4970581,19.0580915
31984825," József körút 8, VIII. kerület",99,98240.0,3,not defined,renovated,more than 3m,"gáz (cirko), gázkazán",furnished,9.0,not defined,not defined,not defined,yes,not defined,street,VIII," József körút 8, "," József körút 8, ",47.4958707,19.0711935
31984851," Bíró Lajos utca, VIII. kerület",68,230000.0,4,1,newly built,less than 3m,megújuló energia,partly furnished,3.0,not allowed,2020,5,not defined,south west,street,VIII," Bíró Lajos utca, "," Bíró Lajos utca, ",47.4826272,19.0978882
31984866," Nagymező utca, VI. kerület",25,67000.0,2,not defined,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,VI," Nagymező utca, "," Nagymező utca, ",47.5028532,19.0611973
31984916," Október huszonharmadika utca, XI. kerület",31,110000.0,1,2,renovated,less than 3m,házközponti,not furnished,not defined,not allowed,between 1950-1980,not defined,yes,not defined,street,XI," Október huszonharmadika utca, "," Október huszonharmadika utca, ",47.4738864,19.0493609
31984943," Állomás utca, X. kerület",50,120000.0,2,not defined,not defined,not defined,nincs megadva,not defined,2.0,not defined,not defined,not defined,not defined,not defined,not defined,X," Állomás utca, "," Állomás utca, ",47.6020596,21.7065302
31984953," Kosciuszkó Tádé utca 18, I. kerület",35,120000.0,1,1,renovated,more than 3m,házközponti,partly furnished,not defined,not allowed,before 1950,4,yes,not defined,street,I," Kosciuszkó Tádé utca 18, "," Kosciuszkó Tádé utca 18, ",47.49689535,19.02775324943643
31984955," Kálvária utca, VIII. kerület",38,110000.0,2,2,in good condition,less than 3m,"gáz (konvektor), gáz (cirko)",furnished,not defined,not defined,before 1950,4,no,not defined,courtyard,VIII," Kálvária utca, "," Kálvária utca, ",47.174563,19.8103101
31984975," Album utca, XVI. kerület",70,95000.0,1,basement,in good condition,not defined,házközponti,furnished,not defined,not allowed,not defined,not defined,no,south west,courtyard,XVI," Album utca, "," Album utca, ",47.5105737,19.2244793
31984979," Orczy tér, VIII. kerület",50,130000.0,3,2,new,not defined,házközponti egyedi méréssel,partly furnished,not defined,allowed,between 2001-2010,8,yes,not defined,street,VIII," Orczy tér, "," Orczy tér, ",47.4892661,19.0922863
31984980," Vörösmarty utca, VI. kerület",48,110000.0,2,3,renovated,more than 3m,nincs megadva,furnished,not defined,not defined,not defined,not defined,no,not defined,courtyard,VI," Vörösmarty utca, "," Vörösmarty utca, ",47.507243,19.0663293
31985000," Murányi utca, VII. kerület",30,80000.0,1,4,in moderate condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,5,no,south west,street,VII," Murányi utca, "," Murányi utca, ",47.5027493,19.0860054
31985008," Logodi utca, I. kerület",36,120000.0,2,0,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,between 1950-1980,3,no,not defined,street,I," Logodi utca, "," Logodi utca, ",47.5035055,19.0267676
31985020," Melinda út 16., XII. kerület",22,110000.0,1,mezzanine,renovated,not defined,házközponti,furnished,not defined,not allowed,before 1950,6,yes,west,garden,XII," Melinda út 16., "," Melinda út 16., ",47.4949253,18.98924414194984
31985061," Futórózsa utca, XVI. kerület",54,110000.0,2,2,in good condition,not defined,gáz (konvektor),partly furnished,7.0,not allowed,not defined,not defined,no,south west,courtyard,XVI," Futórózsa utca, "," Futórózsa utca, ",47.5188782,19.1801683
31985066," Károly körút, VII. kerület",50,250000.0,2,5,renovated,less than 3m,"házközponti egyedi méréssel, elektromos",furnished,not defined,not allowed,before 1950,6,yes,not defined,street,VII," Károly körút, "," Károly körút, ",47.4951765,19.0594974
31985077," Baranyai utca, XI. kerület",45,150000.0,1,3,renovated,less than 3m,nincs megadva,furnished,not defined,not allowed,between 1950-1980,5,yes,south,street,XI," Baranyai utca, "," Baranyai utca, ",47.4722469,19.0490243
31985087," Váci út 51, XIII. kerület",40,130000.0,1,2,renovated,not defined,gáz (cirko),not defined,not defined,not defined,not defined,4,yes,not defined,street,XIII," Váci út 51, "," Váci út 51, ",47.5395386,19.0697291
31985089," Vágóhíd utca, IX. kerület",42,160000.0,1,3,new,less than 3m,házközponti,furnished,9.0,allowed,2019,9,yes,not defined,panoramic,IX," Vágóhíd utca, "," Vágóhíd utca, ",46.2301787,20.4704173
31985096," Fenyőfa utca 1, XVIII. kerület",29,100000.0,1,2,new,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,between 2001-2010,not defined,yes,not defined,street,XVIII," Fenyőfa utca 1, "," Fenyőfa utca 1, ",46.7678303,17.6242737
31985097," Károly körút, VII. kerület",78,190000.0,3,4,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,VII," Károly körút, "," Károly körút, ",47.4951765,19.0594974
31985105," Bécsi út, II. kerület",12,80000.0,1,not defined,in good condition,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,not defined,not defined,not defined,II," Bécsi út, "," Bécsi út, ",47.5702835,19.0185014
