ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner_Height,Heating,Furnished,Balcony,Pet,Year_Built,Floors,Lift,Orientation,View,kerület,lat,lon,dist,Log(Price),LogPrice
23083278," Liliom utca, IX. kerület",42,115000.0,1,3,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,no,not defined,street,IX,47.548674600000005,18.9647802,8.326941266635167,11.652687407345388,11.652687407345388
23091434," Vérhalom utca, II. kerület",147,855048.0,5,3,in good condition,not defined,házközponti egyedi méréssel,not furnished,25.0,not defined,not defined,not defined,yes,not defined,panoramic,II,47.52070560000001,19.0235515,2.9731051403477515,13.658912886693964,13.658912886693964
23101044," Karolina út, XI. kerület",35,95000.0,1,3,in good condition,not defined,gáz (konvektor),not furnished,not defined,not defined,not defined,not defined,no,not defined,not defined,XI,47.482796,19.0297223,2.534088113995938,11.461632170582678,11.461632170582678
23104461," Csillaghegy, III. kerület",101,545775.0,4,2,new,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,2,no,not defined,panoramic,III,47.5861629,19.0507049,9.481848966288268,13.209962081883397,13.209962081883397
23106565," Szentkirályi utca, VIII. kerület",30,120000.0,1,3,in good condition,more than 3m,"gáz (konvektor), egyéb",furnished,not defined,not allowed,not defined,3,yes,south,courtyard,VIII,47.493749900000005,19.064957500000002,1.3685876640209806,11.695247021764184,11.695247021764184
23108613," Práter utca, VIII. kerület",80,140000.0,2,1,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,west,street,VIII,47.4867567,19.0787526,2.6646134825930177,11.84939770159144,11.84939770159144
23111719," Stefánia út, XIV. kerület",36,89000.0,1,1,renovated,more than 3m,"hőszivattyú, elektromos",not furnished,5.0,not allowed,between 1950-1980,3,no,south east,garden,XIV,47.5033356,19.1034932,4.016929852389668,11.396391648714276,11.396391648714276
23115689," Dráva utca, XIII. kerület",44,98000.0,1,2,in good condition,more than 3m,gáz (konvektor),furnished,not defined,allowed,before 1950,4,no,south,street,XIII,47.5260101,19.0571865,2.8405142072520726,11.49272275765271,11.49272275765271
23125079," Fehérvári út, XI. kerület",75,185000.0,3,4,in good condition,more than 3m,gáz (konvektor),not defined,3.0,not defined,not defined,4,no,south east,garden,XI,47.4653006,19.043333399999998,3.994789131995273,12.128111104060462,12.128111104060462
23129241," Felsőhatár utca, XI. kerület",49,160000.0,2,2,newly built,less than 3m,házközponti egyedi méréssel,furnished,8.0,not allowed,between 2001-2010,4,yes,south west,garden,XI,47.476019799999996,18.97034,6.6075282305331,11.982929094215963,11.982929094215963
23129624," Szinyei Merse utca, VI. kerület",32,100000.0,1,2,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,not defined,no,not defined,courtyard,VI,47.5098148,19.0698937,1.7829051901804724,11.512925464970229,11.512925464970229
23130175," Böszörményi út 6, XII. kerület",86,220000.0,4,0,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,south west,street,XII,47.49629475,19.020407708303164,2.2938897949574075,12.301382825334498,12.301382825334498
23132017," Klauzál utca 32, VII. kerület",100,55000.0,5,not defined,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,VII,47.499112700000005,19.065089,1.1399957168676724,10.915088464214607,10.915088464214607
23132833," Aradi utca, VI. kerület",90,217692.0,3,2,new,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,3,no,not defined,street,VI,47.419082700000004,19.0011468,9.820392299405306,12.290836498729323,12.290836498729323
23147862," Bajcsy-Zsilinszky út, VI. kerület",60,218310.0,2,4,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,south east,courtyard,VI,47.4999104,19.0553621,0.4069710859028565,12.293671350009241,12.293671350009241
23148261," Kéknyelű utca, X. kerület",28,83000.0,1,1,in good condition,less than 3m,távfűtés,not furnished,not defined,not allowed,between 1950-1980,4,no,south east,street,X,47.479858,19.1515872,7.975319675194469,11.326595886778735,11.326595886778735
23268896," Október 6. utca, V. kerület",60,291080.0,2,2,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,V,47.499498700000004,19.051288600000003,0.17937175625770754,12.581353422461023,12.581353422461023
23269686," Wesselényi utca, VII. kerület",30,127000.0,2,0,in good condition,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,5,yes,not defined,courtyard,VII,47.4309445,19.1245806,9.586268211321338,11.751942365440728,11.751942365440728
23273608," Széher út, II. kerület",60,195000.0,2,0,new,not defined,gáz (cirko),not furnished,15.0,not allowed,not defined,3,no,south west,panoramic,II,47.526205700000006,18.9766057,6.200254501973073,12.180754837545884,12.180754837545884
23277677," Petőfi Sándor utca 5., V. kerület",81,420000.0,2,3,in good condition,more than 3m,házközponti,furnished,not defined,not allowed,not defined,not defined,yes,west,street,V,47.45974520000001,18.953885999999997,8.564293424139425,12.948009990259552,12.948009990259552
23292517," Pilvax köz, V. kerület",30,129000.0,1,5,renovated,not defined,gáz (konvektor),not defined,not defined,not defined,not defined,not defined,yes,not defined,not defined,V,47.494589899999994,19.055684600000003,0.8173673979161774,11.76756768334381,11.76756768334381
23293812," Baross utca, XX. kerület",43,110000.0,2,2,in good condition,less than 3m,gáz (konvektor),not furnished,not defined,not allowed,not defined,4,no,south,garden,XX,47.489397499999995,19.091164300000003,3.337694743164178,11.608235644774552,11.608235644774552
23296930," Marek József utca 18, VII. kerület",46,115000.0,2,3,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,4,no,not defined,courtyard,VII,47.5056552,19.0809514,2.3732458817179247,11.652687407345388,11.652687407345388
23297012," Erzsébet körút, VII. kerület",50,120000.0,1,1,renovated,more than 3m,nincs megadva,furnished,not defined,not allowed,not defined,3,yes,south west,street,VII,47.4997916,19.0691347,1.4316704553220228,11.695247021764184,11.695247021764184
23301216," Róbert Károly körút, XIII. kerület",59,129000.0,2,1,renovated,not defined,nincs megadva,furnished,5.0,not allowed,not defined,8,yes,south east,panoramic,XIII,47.536282799999995,19.058545600000002,3.983771965320836,11.76756768334381,11.76756768334381
23306315," Hollán Ernő utca, XIII. kerület",100,218310.0,3,3,renovated,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,XIII,47.5150739,19.050675299999998,1.5750254733230773,12.293671350009241,12.293671350009241
23306813," Corvin sétány, VIII. kerület",35,140000.0,1,2,newly built,not defined,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,8,yes,not defined,courtyard,VIII,47.4858996,19.07519187896299,2.516147953596076,11.84939770159144,11.84939770159144
23312183," Vörösmarty tér, V. kerület",90,350000.0,2,4,new,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,panoramic,V,47.4966816,19.0503252,0.4714027062167311,12.765688433465597,12.765688433465597
23312464," Legénybíró utca 11., XV. kerület",35,120000.0,2,10,renovated,less than 3m,távfűtés,not furnished,not defined,not allowed,not defined,10,yes,south east,panoramic,XV,47.5404907,19.141058292143782,8.124004113416254,11.695247021764184,11.695247021764184
23314711," Fadrusz utca, XI. kerület",70,150000.0,2,0,renovated,more than 3m,gáz (cirko),not furnished,not defined,allowed,not defined,4,yes,not defined,street,XI,47.4765388,19.0433376,2.7597100579209326,11.918390573078392,11.918390573078392
23318926," Bajcsy-Zsilinszky út, V. kerület",91,480000.0,3,1,renovated,more than 3m,gáz (cirko),not defined,2.0,not allowed,not defined,5,yes,not defined,panoramic,V,47.4999104,19.0553621,0.4069710859028565,13.081541382884074,13.081541382884074
23320050," Bécsi út, III. kerület",40,125000.0,2,3,renovated,less than 3m,gáz (konvektor),furnished,3.0,not allowed,not defined,4,no,south east,courtyard,III,47.5702835,19.018501399999998,8.073375289293963,11.736069016284437,11.736069016284437
23325874," Kádár utca 9-11, XIII. kerület",44,157000.0,2,1,renovated,not defined,házközponti,furnished,8.0,not allowed,not defined,not defined,yes,not defined,street,XIII,47.5121502,19.054413600000004,1.2896492648273967,11.964001084330445,11.964001084330445
23331443," Ferenc körút, IX. kerület",30,90000.0,1,1,in good condition,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,4,no,not defined,courtyard,IX,47.4855574,19.0700326,2.269541076166218,11.407564949312402,11.407564949312402
23332855," Bem rakpart, I. kerület",33,200000.0,1,4,in good condition,not defined,nincs megadva,furnished,not defined,allowed,not defined,not defined,yes,not defined,garden,I,47.5139839,19.039556899999997,1.6571827403362573,12.206072645530174,12.206072645530174
23336352," Mester utca, IX. kerület",87,180000.0,3,4,newly built,not defined,házközponti egyedi méréssel,not furnished,15.0,not allowed,not defined,5,yes,south,street,IX,47.4688869,19.083928,4.374711117246103,12.100712129872347,12.100712129872347
23336841," Hollán Ernő utca, XIII. kerület",95,272115.0,3,5,not defined,not defined,gáz (cirko),not defined,not defined,not defined,not defined,not defined,yes,not defined,not defined,XIII,47.5150739,19.050675299999998,1.5750254733230773,12.513980050043532,12.513980050043532
23339171," Budakeszi út, II. kerület",70,361000.0,2,6,newly built,not defined,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,7,yes,west,panoramic,II,47.520777700000004,18.938951899999996,8.641865422270484,12.796633237315017,12.796633237315017
23339497," Nádor utca, V. kerület",190,907050.0,5,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,V,47.5051857,19.048177399999997,0.497412613043965,13.717952854369468,13.717952854369468
23342461," Bimbó út, II. kerület",105,544230.0,3,2,renovated,not defined,gáz (cirko),furnished,9.0,allowed,not defined,2,no,south,panoramic,II,47.5137955,19.027765300000002,2.209478512610621,13.207127230603477,13.207127230603477
23342650," Wesselényi utca, VII. kerület",77,363000.0,3,4,in good condition,not defined,padlófűtés,furnished,not defined,not allowed,not defined,5,yes,not defined,street,VII,47.4309445,19.1245806,9.586268211321338,12.802158113246987,12.802158113246987
23351848," Bródy Sándor utca, VIII. kerület",25,65493.0,2,not defined,in good condition,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,not defined,yes,not defined,courtyard,VIII,47.4929002,19.0670247,1.5499808886590214,11.089698545683305,11.089698545683305
23352128," Kaszáló utca, XVII. kerület",49,115000.0,2,0,renovated,not defined,távfűtés,partly furnished,not defined,not allowed,not defined,4,no,not defined,not defined,XVII,47.480461,19.2543003,15.511124874691912,11.652687407345388,11.652687407345388
23352235," Lónyay utca, IX. kerület",102,180000.0,4,0,in good condition,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,3,yes,south,courtyard,IX,47.4811174,19.0669176,2.5372822200264267,12.100712129872347,12.100712129872347
23354597," Bajza utca 1, VII. kerület",42,120000.0,1,6,new,less than 3m,házközponti egyedi méréssel,furnished,4.0,not defined,not defined,8,yes,not defined,panoramic,VII,47.5080435,19.075682699999998,2.075368971169128,11.695247021764184,11.695247021764184
23359310," Lipótváros, V. kerület",100,582160.0,3,3,new,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,V,47.50454310000001,19.050380399999998,0.40355570148152864,13.274500603020968,13.274500603020968
23360423," Fűrész utca 60, XIV. kerület",47,168000.0,2,mezzanine,new,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,not defined,not defined,street,XIV,47.5253565,19.1067988,5.049514932724494,12.031719258385396,12.031719258385396
23362802," Izabella utca 41., VI. kerület",82,120000.0,2,3,in moderate condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,3,no,not defined,street,VI,47.5063227,19.0693043,1.5593632397983326,11.695247021764184,11.695247021764184
23364248," Lajos utca, III. kerület",66,160000.0,3,4,renovated,less than 3m,nincs megadva,furnished,4.0,not defined,not defined,10,not defined,east,panoramic,III,47.5294747,19.0391954,3.2813267521863705,11.982929094215963,11.982929094215963
23365805," Nagy Lajos király útja, XIV. kerület",12,75000.0,1,not defined,renovated,less than 3m,gáz (cirko),furnished,8.0,not allowed,between 1950-1980,not defined,not defined,not defined,not defined,XIV,47.5232001,19.0997259,4.4734434931893095,11.225243392518447,11.225243392518447
23366495," Meder utca, XIII. kerület",68,309273.0,2,4,new,not defined,házközponti egyedi méréssel,not defined,14.0,not defined,not defined,7,yes,south west,panoramic,XIII,47.55312670000001,19.073331699999997,6.062418998155934,12.6419796609734,12.6419796609734
23368896," Wesselényi utca, VII. kerület",49,160000.0,2,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,2,no,not defined,street,VII,47.4309445,19.1245806,9.586268211321338,11.982929094215963,11.982929094215963
23370473," Váci utca, V. kerület",130,654930.0,4,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,V,47.4921529,19.053635,1.0094088375226722,13.392283638677352,13.392283638677352
23370742," Anker köz, VI. kerület",36,120000.0,2,1,renovated,not defined,házközponti,furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,VI,47.4981878,19.0556792,0.5143060339196164,11.695247021764184,11.695247021764184
23379868," Kerékgyártó utca 4., XIV. kerület",42,135000.0,2,1,in good condition,less than 3m,gáz (cirko),furnished,5.0,not allowed,between 1981-2000,4,no,not defined,not defined,XIV,47.52174215,19.106198000000003,4.805487999765735,11.813030057420567,11.813030057420567
23379925," Andrássy út, VI. kerület",150,689358.0,3,2,renovated,more than 3m,gáz (cirko),not furnished,not defined,allowed,not defined,2,yes,not defined,panoramic,VI,47.506521299999996,19.0652946,1.2970803804827944,13.443516008667709,13.443516008667709
23379974," Rákóczi út, VII. kerület",73,180000.0,3,4,renovated,not defined,házközponti,not furnished,not defined,not allowed,not defined,5,yes,not defined,street,VII,47.4959677,19.066359100000003,1.3363633494212113,12.100712129872347,12.100712129872347
